,,Lo PRIOR,PRIOR 2,PRIOR 3,PRIOR 4,PRIOR 5,PRIOR 6,PRIOR 7,PRIOR 8,PRIOR 9,Hi PRIOR
20659,20040729,0.62,0.83,0.45,0.44,0.71,0.89,0.43,0.85,0.77,1.31
20660,20040730,-0.24,0.12,-0.02,0.29,-0.13,0.1,0.38,0.48,0.29,0.67
20661,20040802,0.48,0.52,0.43,0.29,0.47,0.5,-0.13,0.31,0.12,0.37
20662,20040803,-0.93,-0.6,-0.95,-0.65,-0.76,-0.31,-0.45,-0.42,-1.15,-1.72
20663,20040804,-0.2,0.18,0,0.24,0.11,-0.54,-0.45,-0.76,-0.97,-1.24
20664,20040805,-1.7,-1.43,-1.46,-1.74,-1.41,-1.49,-1.82,-1.78,-1.98,-2.37
20665,20040806,-1.63,-1.66,-1.29,-1.3,-1.36,-1.42,-1.65,-2.25,-2.34,-2.55
20666,20040809,-0.24,0.12,-0.1,-0.01,-0.24,0.21,0.16,0.45,0.29,0.14
20667,20040810,1.52,1.32,1.33,1.27,1.39,1.18,1.41,1.49,2.02,2.03
20668,20040811,-0.64,-0.13,-0.17,0.09,-0.09,-0.93,0.38,-0.34,-0.47,-1
20669,20040812,-0.81,-2.17,-0.84,-1.06,-1.28,-1.09,-0.99,-1.04,-1.29,-1.18
20670,20040813,0.51,-0.04,-0.08,0.2,0.15,0.15,-0.2,0.26,0.12,0.05
20671,20040816,1.95,1.53,1.17,1.79,1.19,1.15,1.2,1.41,1.47,1.87
20672,20040817,0.6,1.01,0.28,0.34,0.24,-0.1,-0.02,0.22,0.18,-0.05
20673,20040818,2.19,1.27,1.39,1.14,1.14,1.19,1.27,1,1.46,2.11
20674,20040819,-0.59,-0.34,-0.39,-0.43,-0.32,-0.51,-0.24,-0.48,-0.29,-0.24
20675,20040820,1.36,0.49,0.84,0.95,0.47,0.71,0.67,1.07,1.12,1.45
20676,20040823,0.1,-0.36,-0.4,-0.16,-0.2,-0.5,-0.4,-0.42,-0.68,-0.3
20677,20040824,-0.31,-0.12,0.13,0.07,0.2,0.2,0.07,0.18,-0.27,-0.2
20678,20040825,1.27,0.78,1.02,0.81,0.72,0.79,0.54,1.07,0.76,0.99
20679,20040826,-0.62,-0.28,0.04,0.06,-0.1,0.05,0.12,0.26,0.11,-0.33
20680,20040827,0.55,0.15,0.21,0.44,0.18,0.29,0.26,0.49,0.51,0.71
20681,20040830,-1.81,-1.1,-0.96,-0.79,-0.45,-0.61,-0.76,-0.77,-0.94,-1.42
20682,20040831,-0.31,-0.23,0.35,0.31,0.73,0.55,0.95,0.98,0.76,0.89
20683,20040901,0.6,0.36,0.07,0.18,-0.23,0.14,0.61,0.72,0.96,0.77
20684,20040902,1.57,1.23,1,1.02,0.74,1.18,1.06,0.94,1.34,1.47
20685,20040903,-1.56,-1.2,-0.91,-0.33,-0.12,-0.04,0,-0.04,-0.35,-0.22
20686,20040907,0.66,0.37,0.88,0.8,0.71,0.88,0.66,0.78,0.44,1.26
20687,20040908,-0.77,-0.61,-0.48,-0.25,-0.55,-0.42,-0.44,-0.68,-0.22,-0.58
20688,20040909,0.94,0.66,0.38,0.05,-0.11,0.24,0.22,0.47,0.65,0.86
20689,20040910,2.39,1.31,0.26,0.52,0.13,0.4,0.12,0.21,0.33,0.36
20690,20040913,1.15,0.41,-0.11,0.07,0.09,0.28,0.18,0.57,0.64,0.92
20691,20040914,0.06,0.09,0.19,0.42,0.09,0.02,0.04,0.37,0.35,0.65
20692,20040915,-1.89,-0.72,-0.69,-0.71,-0.62,-0.59,-0.31,-0.52,-0.49,-0.39
20693,20040916,0.42,0.36,0.26,0.15,0.4,0.5,0.37,0.43,0.61,0.33
20694,20040917,0.72,0.03,0.05,0.65,0.31,0.23,0.71,0.65,0.68,-0.34
20695,20040920,0.24,-0.11,-1.09,-0.48,-0.71,-0.66,-0.75,-0.41,-0.23,-0.23
20696,20040921,0.56,0.51,0.45,0.53,0.52,0.46,1.19,1.25,0.74,1.26
20697,20040922,-2.28,-1.48,-1.94,-1.22,-1.27,-1.06,-1.23,-0.98,-1.45,-1.15
20698,20040923,-0.27,-0.06,0.22,-0.48,-0.62,-0.7,-1,-0.32,-0.14,-0.02
20699,20040924,-0.85,-0.3,0.2,-0.09,0.41,0.15,0.49,0.66,0.34,0.42
20700,20040927,-1.59,-0.86,-0.83,-0.65,-0.37,-0.83,-0.36,-0.27,-0.9,-0.81
20701,20040928,0.14,0.23,0.71,0.46,0.81,0.46,0.89,0.93,1.18,1.4
20702,20040929,1.44,0.85,0.67,0.41,0.32,0.42,0.03,0.17,0.24,0.66
20703,20040930,0.25,-1.2,-0.25,0.32,0.33,0.12,0.42,0.85,0.62,0.64
20704,20041001,2.65,2.12,1.53,1.35,1,1.33,1.14,1.36,1.33,1.43
20705,20041004,1.58,0.42,0.17,0.5,0.17,0.11,0.39,0.03,0.44,0.53
20706,20041005,-0.34,0.13,-0.19,-0.07,-0.19,-0.41,0.02,-0.46,0.3,-0.14
20707,20041006,0.31,0.58,0.61,0.5,0.66,0.49,0.81,1.19,1.35,0.88
20708,20041007,-0.96,-1.3,-0.85,-1.28,-0.78,-1.03,-1,-1.02,-1.09,-1.14
20709,20041008,-2.07,-1.31,-0.66,-0.66,-0.35,-0.54,-0.5,-0.89,-0.75,-0.96
20710,20041011,0.39,0.26,0.34,0.44,0.15,0.36,0.05,-0.01,-0.13,0.14
20711,20041012,-0.67,-0.27,-0.13,-0.58,-0.04,0.17,-0.36,-0.21,-0.36,-0.28
20712,20041013,0.75,-0.4,-0.82,-0.7,-0.64,-0.96,-1.16,-0.77,-1.44,-1.13
20713,20041014,-1.94,-1.15,-1.3,-1.04,-1.84,-0.54,-0.4,-0.34,0.22,0.23
20714,20041015,0.15,0.38,0.62,0.47,0.46,0.59,0.5,0.62,0.27,0.26
20715,20041018,1,0.95,0.52,0.55,0.22,0.76,0.15,-0.02,0,0.83
20716,20041019,-0.47,-0.27,-0.42,-1.07,-1.27,-1.23,-1.46,-1,-0.95,-1.16
20717,20041020,1.1,0.03,-0.42,0.05,-0.1,-0.05,0.14,0.25,0.56,0.87
20718,20041021,1.62,0.17,0.35,0.05,-0.13,0.5,0.09,0.1,0.63,2.13
20719,20041022,-1.72,-1.4,-1.05,-1,-0.85,-0.84,-0.58,-0.62,-0.46,-1.56
20720,20041025,0.38,-0.14,-0.32,0.01,0.14,-0.12,-0.27,0.17,0.16,0.45
20721,20041026,0.63,1.45,1.38,1.22,2,1.51,1.45,1.21,1.43,0.48
20722,20041027,3.13,2.54,1.63,1.5,0.65,1.14,1.45,0.52,0.58,0.63
20723,20041028,0.83,0.55,0.24,0.19,0.29,0.16,-0.01,0.03,-0.95,-0.74
20724,20041029,-0.05,0.04,0.27,0.13,0.02,0.3,0.33,0.32,0.48,0.23
20725,20041101,-0.53,0.12,-0.05,0.25,0.29,0.23,0.06,-0.28,0.08,-0.13
20726,20041102,0.01,0.31,0.39,0.07,0.06,-0.2,-0.26,-0.23,-0.62,-0.09
20727,20041103,0.7,0.93,1.01,0.71,1.3,1.29,1.67,1.5,2.11,1.39
20728,20041104,0.66,1.54,1.15,2.13,1.77,1.27,1.9,1.38,1.53,0.71
20729,20041105,1.27,0.58,0.52,0.48,0.32,0.45,0.13,0.3,0.5,0.05
20730,20041108,-0.07,-0.29,-0.24,0.03,-0.05,-0.06,-0.01,-0.01,-0.67,0.21
20731,20041109,-0.16,-0.31,-0.09,0.48,-0.05,0.21,0.22,0.2,-0.32,0.32
20732,20041110,-0.57,-0.93,-0.24,0.26,0.1,0.19,0.2,0.53,0.45,0.42
20733,20041111,1.37,0.95,0.46,0.83,0.96,0.86,1.13,0.95,0.57,1.33
20734,20041112,1.53,0.85,1.24,0.25,0.51,0.66,0.78,0.83,1.32,1.23
20735,20041115,1.2,0.54,0.41,-0.01,0.31,0.05,-0.29,-0.2,-1.21,-0.34
20736,20041116,-0.38,-0.68,-0.9,-0.47,-0.73,-0.98,-0.53,-0.5,-0.46,-0.89
20737,20041117,1.48,1.19,0.63,0.33,0.32,0.38,0.25,0.32,0.97,1.2
20738,20041118,0.68,-0.1,-0.1,0.01,-0.04,0.02,0,0.22,0.2,0.33
20739,20041119,-1.98,-1.57,-1.24,-1.1,-1.02,-1.17,-1.06,-1.13,0.09,-0.95
20740,20041122,0.33,0.26,0.3,0.52,0.68,0.19,1.12,0.67,1.27,1.75
20741,20041123,-0.86,-0.11,0.03,0.18,0,-0.06,0.12,0.43,0.41,0.66
20742,20041124,0.95,0.42,0.43,0.4,0.39,0.3,0.15,0.35,0.65,1.21
20743,20041126,-0.1,0.22,-0.02,0,0.06,0.09,0.04,0.33,0.52,0.52
20744,20041129,0,-0.26,-0.59,-0.16,-0.1,-0.2,-0.14,-0.24,-0.3,0.31
20745,20041130,-1.03,-0.26,-0.64,-0.55,-0.38,-0.34,-0.08,-0.21,-0.05,-0.17
20746,20041201,2.57,1.91,1.83,1.78,1.76,1.62,1.46,0.86,-0.09,0.81
20747,20041202,0.19,0.3,0.04,0.3,0.06,0.05,-0.13,-0.65,-1.04,-0.36
20748,20041203,1.32,-0.45,-0.06,0.06,-0.29,-0.35,0.01,0.25,0.43,0.42
20749,20041206,0.35,-0.56,0.22,-0.25,-0.18,-0.04,-0.19,-0.25,-0.2,0.02
20750,20041207,-1.48,-0.69,-0.91,-0.88,-0.93,-1.32,-1.2,-1.22,-1.72,-2.07
20751,20041208,0.24,0.06,0.39,0.52,0.73,0.67,0.38,0.45,0.74,0.39
20752,20041209,-0.28,0.39,0.59,0.61,0.33,0.44,0.55,0.57,0.71,0.63
20753,20041210,-0.06,0.21,-0.21,0.04,-0.12,0.34,-0.08,-0.24,-0.05,0.17
20754,20041213,0.33,0.47,1.08,0.81,0.71,1.14,0.58,1.1,1.23,1.51
20755,20041214,1.3,0.88,0.42,0.55,0.29,0.28,0.22,0.28,0.42,-0.04
20756,20041215,1.18,0.26,0.42,0.19,-0.04,0.16,0.06,0.18,0.34,0.82
20757,20041216,0.23,-0.44,-0.21,-0.16,-0.27,-0.55,0.11,-0.57,-0.32,-1.07
20758,20041217,-2.54,-0.6,-0.3,-0.5,-0.34,-0.74,-0.28,-0.15,-0.2,0.01
20759,20041220,-1.26,-0.16,-0.24,0.04,0.05,0.09,0.12,0.7,0.07,-0.55
20760,20041221,1.58,1.09,0.8,1,0.73,0.77,0.6,0.96,0.95,1.12
20761,20041222,1.02,0.5,0.7,0.46,0.23,0.3,0.38,-0.12,-0.03,0.18
20762,20041223,0.28,-0.2,0.33,0.05,-0.08,-0.06,0.02,0.32,0,0.13
20763,20041227,-0.02,-0.15,-0.43,-0.34,-0.52,-0.41,-0.47,-0.9,-1.01,-0.56
20764,20041228,0.69,0.86,0.61,0.84,0.91,0.64,1,0.83,1.12,1.58
20765,20041229,0.35,0.11,-0.05,0.01,-0.04,-0.14,-0.22,0.11,0.07,0.08
20766,20041230,0.2,0.27,0.03,0.01,-0.04,0.12,0.01,-0.15,-0.09,-0.25
20767,20041231,-0.15,0.07,-0.38,-0.09,-0.24,-0.16,-0.07,-0.05,-0.08,-0.15
20768,20050103,-1.26,-0.72,-0.51,-0.47,-0.71,-0.64,-1.46,-1.68,-1.74,-1.55
20769,20050104,-1.87,-1.57,-1.02,-1.12,-0.9,-1.2,-1,-1.42,-1.5,-1.77
20770,20050105,-0.9,-0.63,-0.07,-0.39,-0.31,-0.65,-0.68,-0.42,-0.44,-0.77
20771,20050106,0.01,0.47,0.6,0.29,0.43,0.2,0.41,0.67,0.39,-0.26
20772,20050107,-0.17,0.03,-0.17,0.02,-0.16,-0.1,-0.57,-0.56,-0.18,-0.23
20773,20050110,0.08,0.52,0.1,0.33,0.39,0.45,0.78,0.62,0.95,0.58
20774,20050111,-1.19,-0.81,-0.63,-0.95,-0.45,-0.59,-0.43,-0.31,-0.46,-1.21
20775,20050112,0.75,0.26,0.37,0.08,0.3,0.14,0.11,0.97,0.44,0.73
20776,20050113,-1.47,-1.01,-0.88,-0.75,-0.86,-0.81,-1,-0.3,0.04,0.02
20777,20050114,1.1,0.58,0.3,0.48,0.34,0.65,0.82,0.92,1.09,1.3
20778,20050118,0.45,0.99,1.14,0.96,1.21,0.86,0.93,0.92,0.86,1.17
20779,20050119,-1.84,-1.25,-1.13,-0.84,-0.85,-0.78,-0.53,-0.75,-0.79,-0.97
20780,20050120,-0.42,-0.63,-0.44,-0.54,-0.69,-0.48,-0.6,-0.72,-1.56,-3.08
20781,20050121,-1.31,-0.74,-0.32,-0.61,-0.43,-0.63,-0.49,-0.62,-0.35,0.03
20782,20050124,-1.41,-0.48,-0.17,-0.43,-0.08,-0.43,-0.15,0.08,-0.85,-2.04
20783,20050125,0.9,0.07,0.27,0.24,0.33,0.49,0.7,0.21,0.19,0.18
20784,20050126,1.31,0.59,0.24,0.44,0.29,0.41,0.63,0.97,1.01,1.43
20785,20050127,0.43,-0.16,0.02,-0.19,-0.04,-0.02,0.39,0.25,0.19,0.5
20786,20050128,-1.41,-0.56,-0.15,-0.02,-0.26,0.03,-0.03,-0.48,-0.18,-0.28
20787,20050131,0.68,0.84,0.81,0.64,0.76,0.91,1.15,1.41,1.68,1.82
20788,20050201,0.48,0.6,0.6,0.59,0.65,0.92,0.52,1.73,0.63,0.4
20789,20050202,0.43,0.09,0.29,0.14,0.18,0.43,0.68,0.21,0.38,1.21
20790,20050203,-1,-0.41,-0.28,-0.19,-0.27,-0.36,0.27,-0.02,-0.08,-0.23
20791,20050204,2,1.07,1.09,1.12,0.71,0.94,1.3,1.11,1.26,1
20792,20050207,0.59,0,-0.09,-0.08,-0.24,0,-0.17,-0.21,-0.63,-0.44
20793,20050208,1.13,0.05,-0.31,-0.04,-0.03,0.05,-0.32,0.58,0.03,0.5
20794,20050209,-1.71,-0.71,-0.71,-0.96,-1.03,-0.95,-0.79,-0.76,-1.35,-1.44
20795,20050210,0.1,0.57,0.06,0.08,0.4,0.22,0.34,1.09,0.43,0.57
20796,20050211,1.75,1.2,0.72,0.74,0.56,0.55,0.39,0.5,0.79,1.18
20797,20050214,0.44,-0.53,-0.12,-0.1,0.01,0.24,-0.04,0.39,0.35,0.75
20798,20050215,0.07,0.15,0.35,0.11,0.55,0.12,0.36,0.34,0.36,0.28
20799,20050216,-0.7,-0.29,-0.11,-0.24,-0.13,-0.21,0.05,1.46,0.56,1.2
20800,20050217,-1.1,-0.81,-0.86,-0.89,-0.49,-0.52,-0.76,-0.8,-0.98,-0.86
20801,20050218,1.72,-0.35,-0.43,-0.26,-0.35,-0.54,0.39,0.04,0.25,0.25
20802,20050222,-1.02,-1.31,-1.1,-1.47,-1.54,-1.66,-1.68,-1.44,-1.53,-2.05
20803,20050223,-0.25,0.17,0.47,0.68,0.45,0.83,0.93,0.84,0.48,0.92
20804,20050224,0.83,0.31,0.3,0.74,0.48,0.81,1.14,1.8,1.35,1.36
20805,20050225,0.96,0.82,0.62,0.76,0.44,0.89,1.01,2.01,1.59,1.57
20806,20050228,-0.64,-0.43,-0.69,-0.56,-0.51,-1.21,-0.58,-0.25,-0.57,-0.44
20807,20050301,1.28,0.87,0.92,0.63,0.97,0.46,0.6,-0.16,-0.03,-0.06
20808,20050302,-0.49,-0.51,-0.09,-0.1,-0.04,0.02,0.13,0.45,0.57,0.35
20809,20050303,-0.31,0.04,-0.26,-0.03,-0.3,-0.07,0.23,0.3,0.65,0.06
20810,20050304,0.47,0.47,0.79,0.72,0.91,0.94,1.02,1.14,1.7,1.58
20811,20050307,0.91,0.29,0.53,0.15,0.36,0.29,0.21,-0.21,0.02,0.46
20812,20050308,-1.13,-0.62,-0.44,-0.39,-0.3,-0.44,-0.34,-0.3,-0.84,-1.05
20813,20050309,-0.2,-0.5,-0.62,-0.79,-0.96,-0.98,-1.26,-1.67,-1.35,-1.44
20814,20050310,0.29,-0.2,0.3,0.31,0.32,0.4,0.02,-0.44,-0.79,-1.23
20815,20050311,-1.2,-0.97,-0.95,-0.74,-0.74,-0.6,-0.28,0.06,0,0.82
20816,20050314,0.52,1.16,0.62,0.57,0.64,0.68,0.6,0.49,0.68,0.05
20817,20050315,-1.18,-0.77,-0.81,-0.95,-0.34,-0.45,-0.53,-0.82,-0.72,0.06
20818,20050316,-0.94,-0.7,-0.74,-0.74,-0.91,-1.11,-1,-0.7,-0.34,-0.98
20819,20050317,-0.09,-0.02,-0.18,0.24,0.16,-0.26,0.22,0.79,0.86,1.08
20820,20050318,-0.44,-0.53,-0.4,-0.15,-0.42,0.01,-0.08,0.17,0.68,0.04
20821,20050321,-0.14,0.23,-0.78,-0.38,-0.36,-0.39,-0.25,-0.53,-0.57,-0.28
20822,20050322,-0.67,-0.9,-1.35,-0.83,-0.87,-0.92,-0.7,-0.58,-1.28,-0.6
20823,20050323,0.42,0.17,0.12,0.2,-0.1,0.04,0.2,-0.03,-1.33,-1.47
20824,20050324,0.13,0.07,-0.08,-0.15,0,-0.03,0.23,0.18,-0.32,0.65
20825,20050328,-0.08,-0.09,0.48,0.27,0.25,0.28,0.23,0.3,-0.04,-0.32
20826,20050329,-1.16,-0.29,-0.51,-0.75,-0.64,-0.7,-0.87,-1.25,-1.15,-2.11
20827,20050330,1.82,1.32,0.97,1.34,1.32,1.3,1.46,1.4,1.46,1.72
20828,20050331,-0.33,-0.83,0.08,0.09,-0.04,-0.21,0.18,0.1,0.8,1.01
20829,20050401,-0.98,-1.74,-0.94,-0.78,-0.9,-0.93,-0.38,-0.39,1.05,1.03
20830,20050404,-0.31,0.47,0.4,0.67,0.51,0.22,0.24,0.82,-0.3,0.1
20831,20050405,1.06,0.71,0.38,0.2,0.55,0.67,0.45,0.7,-0.53,-0.33
20832,20050406,-0.18,0.15,0.08,0.16,0.2,0.15,0.38,0.06,0.85,0.78
20833,20050407,1,0.6,0.54,0.69,0.55,0.61,0.54,0.56,0.34,0.17
20834,20050408,-0.94,-0.83,-0.57,-0.81,-0.69,-0.58,-0.98,-1.2,-1.35,-1.38
20835,20050411,-0.44,-0.23,-0.22,-0.19,-0.12,0.05,-0.13,0.01,0.49,-0.05
20836,20050412,0.83,0.76,0.64,0.66,0.8,0.85,0.51,-0.02,-0.02,0.21
20837,20050413,-0.23,-1.2,-1.19,-1.1,-1.2,-1.15,-0.92,-1.25,-1.92,-2.33
20838,20050414,-0.92,-0.9,-0.7,-0.87,-1.06,-1.01,-1.08,-1.29,-1.07,-3
20839,20050415,-0.84,-1.6,-1.65,-0.5,-1.51,-1.12,-1.25,-1.98,-3.28,-3.06
20840,20050418,0.07,0.13,0.17,-0.33,0.29,0.58,0.33,0.14,0.93,1.15
20841,20050419,0.45,0.83,0.45,0.22,0.11,0.54,0.67,0.97,1.95,2.64
20842,20050420,-1.7,-0.84,-1.08,-1.23,-1.36,-1.16,-1.26,-1.63,-1.93,-2
20843,20050421,1.94,1.88,1.18,2.24,1.89,1.68,1.93,1.51,2.56,2.65
20844,20050422,-1.21,-1.22,-0.89,-0.89,-0.88,-0.76,-0.45,-0.58,-0.25,-1.3
20845,20050425,0.61,0.66,0.87,0.63,0.79,1.01,1.08,1.09,1.3,1.9
20846,20050426,-0.95,-0.73,-0.51,-0.56,-0.76,-0.87,-1.06,-1.08,-1.09,-1.66
20847,20050427,-0.14,0.64,0.78,0.83,0.58,0.46,0.5,-0.06,-0.79,-0.99
20848,20050428,-1.1,-1,-0.85,-1.13,-0.86,-1.13,-1.35,-0.99,-2.18,-1.79
20849,20050429,0.78,0.81,1.15,1.56,1.04,0.98,1.08,1,1.25,0.69
20850,20050502,1.18,0.39,0.06,0.23,0.38,0.42,0.46,0.7,1.12,1.21
20851,20050503,0.41,0.59,0.08,0.16,0.11,-0.22,0.01,-0.01,-1.37,-0.62
20852,20050504,2.13,1.45,0.98,0.82,1.53,1.15,1.41,1.15,1.17,1.67
20853,20050505,-0.4,0.02,-0.61,-0.27,-0.39,-0.53,-0.13,0.14,0.64,0.45
20854,20050506,-0.2,0.07,-0.25,0.1,0.05,-0.34,-0.2,-0.01,0.41,0.73
20855,20050509,0.95,0.58,0.41,0.33,0.74,0.67,0.52,0.61,0.8,1.1
20856,20050510,-0.9,-1,-0.94,-0.95,-1.02,-0.98,-0.97,-0.8,-1.33,-1.55
20857,20050511,0.29,0.28,0.41,0.51,0.45,0.57,0.57,0.27,0.41,0.16
20858,20050512,-0.27,-0.72,-0.63,-0.37,-0.78,-1.01,-0.93,-2.21,-1.98,-3.01
20859,20050513,0.06,0.08,-0.48,0.01,-0.28,-0.69,-0.65,-1.13,-1.49,-1.29
20860,20050516,1.08,0.8,1.12,1.14,1.51,1.04,1.16,0.79,1.06,0.79
20861,20050517,0.22,0.48,0.71,0.64,0.59,0.82,0.81,0.7,1.24,0.99
20862,20050518,1.15,1.27,1.33,1.18,1.47,1.05,0.88,0.87,0.85,1.55
20863,20050519,0.48,0.61,0.26,0.5,0.17,0.33,0.18,0.95,0.71,0.95
20864,20050520,0.24,0,0.03,-0.13,-0.23,-0.01,-0.31,-0.05,-0.66,-0.16
20865,20050523,0.14,0.49,0.1,0.09,0.27,0.33,0.56,0.4,0.96,1.44
20866,20050524,0.38,0.04,0.05,-0.07,-0.11,-0.02,-0.2,0.22,0.31,0.45
20867,20050525,-0.54,-0.52,-0.68,-0.4,-0.5,-0.55,-0.43,-0.67,0.06,-0.11
20868,20050526,1.3,0.87,0.55,0.45,0.57,0.77,0.49,1.27,0.73,1.39
20869,20050527,0.33,-0.14,0.1,-0.15,0.13,0.07,0.2,0.37,0.62,0.75
20870,20050531,-0.67,-0.99,-0.67,-0.68,-0.37,-0.27,-0.45,-0.09,-0.44,-0.13
20871,20050601,0.94,0.86,0.76,0.96,0.74,0.89,1.02,0.67,1.16,1.27
20872,20050602,0.37,0.54,-0.03,0.16,0.1,0.05,0.23,0.33,0.36,0.59
20873,20050603,-1.31,-1.04,-0.63,-0.52,-0.88,-0.73,-0.61,-0.35,-0.17,-0.16
20874,20050606,-0.29,0.18,0.13,0.01,0.09,0.05,0.17,0.38,0.47,0.25
20875,20050607,0.09,-0.11,0.28,-0.02,-0.12,-0.07,0.26,-0.11,-0.07,-0.47
20876,20050608,-0.04,-0.28,-0.17,-0.13,-0.32,-0.13,-0.2,-0.71,-0.15,-0.38
20877,20050609,0.85,0.4,0.29,-0.07,0.36,0.36,0.47,1.45,1.33,1.4
20878,20050610,0,-0.08,-0.28,-0.25,-0.22,-0.11,-0.23,-0.22,-0.24,-0.32
20879,20050613,0.45,0.43,0.48,0.21,0.18,0.15,0.11,0.23,0.29,0.66
20880,20050614,0.81,0.67,0.12,0.35,0.18,-0.02,0.47,0.28,0.2,0.83
20881,20050615,0.23,0.27,0,0.26,0.08,0.22,0.56,0.11,0.07,0.88
20882,20050616,0.63,0.43,0.62,0.12,0.31,0.2,0.9,0.58,0.73,0.52
20883,20050617,0.22,0.08,-0.18,0.14,0.29,0.52,0.69,0.75,0.56,0.55
20884,20050620,-0.23,0.05,-0.26,-0.06,-0.03,0.06,-0.12,-0.19,0.07,-0.19
20885,20050621,0.11,-0.13,0.26,0.01,0.06,-0.1,-0.67,-0.59,-0.35,-0.29
20886,20050622,-0.4,0.11,0,0,0.11,-0.17,0.17,0.23,0.21,0.28
20887,20050623,-1.36,-1.02,-0.92,-0.87,-1.14,-1.09,-1.49,-1,-0.66,-1.11
20888,20050624,-1.24,-1.16,-0.66,-0.97,-0.59,-0.58,-0.39,-0.85,-0.51,-0.92
20889,20050627,-0.93,-0.73,0.06,-0.31,-0.23,-0.02,-0.19,0.93,0.49,0.28
20890,20050628,1.55,0.93,1.18,1.06,1.22,1.12,1.16,0.75,0.72,1.38
20891,20050629,-0.08,0.29,0.14,-0.03,-0.05,-0.16,-0.28,-0.25,-0.01,-0.09
20892,20050630,-0.73,-0.52,-0.72,-0.73,-0.72,-0.72,-0.76,-0.54,-0.29,-0.36
20893,20050701,0.42,-0.04,0.21,0.28,0.11,0.18,0.33,0.67,0.86,0.75
20894,20050705,1.14,0.68,0.63,0.77,0.66,0.76,0.91,1.54,1.26,1.49
20895,20050706,-0.58,-0.36,-0.54,-0.85,-0.71,-0.74,-0.86,-1.09,-0.99,-0.41
20896,20050707,-0.16,0.31,0.08,-0.05,0.31,0.05,0.19,0.69,0.39,0.98
20897,20050708,2.12,1.4,1.14,1.55,1.27,1.7,0.59,0.97,0.8,0.71
20898,20050711,1.26,0.6,0.62,0.89,0.35,0.67,0.75,0.74,0.76,0.81
20899,20050712,0.41,0.11,0.35,0.18,0.11,0.25,0.26,0.01,0.41,0.34
20900,20050713,0.06,0.28,0.25,0.12,0.11,0.14,-0.25,-0.24,-0.03,-0.56
20901,20050714,0.65,0.44,0.47,0.63,0.54,0.33,0.02,-0.85,-0.4,-0.95
20902,20050715,0.18,-0.08,-0.13,0.35,-0.05,0.48,0.36,-0.1,0.13,0.44
20903,20050718,-0.83,-0.62,-0.52,-0.62,-1.04,-0.3,-0.32,-0.07,-0.47,-0.4
20904,20050719,1.08,0.47,0.97,0.56,0.15,0.76,0.8,1,1.14,1.3
20905,20050720,0.53,0.35,0.75,1.26,0,0.28,0.8,0.38,0.62,0.78
20906,20050721,-0.86,-0.92,0.61,-0.43,-0.56,-1.18,-1.04,-1.19,-1.07,-1.69
20907,20050722,0.39,-0.27,0.39,0.62,0.35,0.54,1.17,0.9,1.63,1.05
20908,20050725,-0.6,-0.36,-0.56,-0.43,-0.57,-0.54,-0.3,-0.1,-0.3,-0.78
20909,20050726,0.37,0.1,0.32,-0.03,0.27,0.24,-0.14,0.75,0.31,0.38
20910,20050727,0.17,0.57,0.45,0.18,0.32,0.84,0.55,0.61,0.5,0.14
20911,20050728,0.27,0.61,0.6,0.41,0.42,0.65,0.79,0.89,1.13,1.47
20912,20050729,-0.76,-0.74,-0.63,-0.66,-0.79,-0.73,-0.99,-0.24,-0.42,-0.36
20913,20050801,0.29,0.06,0.14,-0.01,0.04,0.07,0.2,0.03,0.29,0.81
20914,20050802,0.83,0.52,1,0.61,0.48,0.77,0.61,0.83,1.11,0.66
20915,20050803,-0.03,0.08,0.2,0.09,0.17,-0.07,-0.28,-0.02,-0.21,-0.01
20916,20050804,-0.77,-0.76,-0.52,-0.75,-1.12,-1.16,-0.85,-0.81,-0.28,-0.96
20917,20050805,-0.79,-0.53,-0.13,-0.74,-0.98,-0.65,-0.94,-1.32,-1.24,-1.49
20918,20050808,-0.28,-0.26,-0.57,-0.24,-0.27,-0.35,0.25,-0.41,-0.19,-0.77
20919,20050809,1,0.4,0.46,0.68,0.67,0.53,0.57,0.51,0.45,0.7
20920,20050810,-0.35,-0.4,-0.78,-0.2,-0.35,0.06,0.41,-0.04,0.82,0.38
20921,20050811,0.26,0.71,0.52,1.09,0.61,0.81,0.91,0.82,0.67,0.81
20922,20050812,-0.8,-0.5,-0.47,-0.53,-1.01,-0.51,-0.37,-0.62,-0.56,-0.17
20923,20050815,0.27,0.41,0.48,0.35,0.55,0.29,0.12,0.34,-0.05,0.29
20924,20050816,-0.97,-1.17,-0.68,-1,-1.09,-1.43,-1.54,-1.15,-1.64,-1.94
20925,20050817,0.12,-0.03,0.26,0.33,0.22,-0.18,-0.23,1.22,-0.53,-0.41
20926,20050818,-0.24,0,-0.04,-0.11,-0.12,-0.27,-0.14,0.36,-0.41,-0.61
20927,20050819,-0.73,0.02,0.09,-0.03,0.03,0,0.29,0.15,0.53,0.56
20928,20050822,-0.23,0.01,0.25,0.3,-0.01,0.46,0.35,0.28,0.37,0.24
20929,20050823,-0.42,-0.43,-0.36,-0.51,-0.36,-0.38,-0.01,0.09,-0.27,-0.06
20930,20050824,-0.33,-0.9,-0.83,-0.77,-0.61,-0.52,-0.52,-0.49,-0.06,0.39
20931,20050825,0.04,-0.02,0.3,0.12,0.23,0.3,0.47,0.3,0.45,0.13
